Heart disease_number,COPD_number,CKD_number,anycondition_number,60-69,High school diploma only 2014-18,Population Aged 60+,70-79,diabetes_number,Obesity_number,county_pop2018_18 and older,TOT_POP,POP_ESTIMATE_2018,50-59,Total Population,Some college or associate's degree 2014-18,Civilian_labor_force_2018,Employed_2018,80+,40-49,White-alone pop,19-Oct,0-9,20-29,30-39,Unemployed_2018,Family Medicine/General Practice Primary Care (2019),POVALL_2018,Total nurse practitioners (2019),Total Specialist Physicians (2019),Bachelor's degree or higher 2014-18,Total physician assistants (2019),Internal Medicine Primary Care (2019),Less than a high school diploma 2014-18,Total Hospitals (2019),ICU Beds_x,GQ_ESTIMATES_2018,Two or more races pop,Black-alone pop,Asian-alone pop,Native American/American Indian-alone pop,N_POP_CHG_2018,Hawaiian/Pacific Islander-alone pop,% Asian-alone,Percent of adults with a bachelor's degree or higher 2014-18,Obesity_Upper 95% CI,Heart disease_prevalence,Heart disease_Upper 95% CI,Percent of adults with a high school diploma only 2014-18,Urban_rural_code
97,115,42,530,157,356,189,68,164,407,1134,1587,1587,223,1301,237,739,653,28,189,377,215,274,226,207,86,1.274010832,288,1.032981756,1.820630345,134,0.744607682,0.469145881,123,0.045192952,0,37,163,16,50,976,-20,5,3.150598614,15.8,37.4,8.6,9.2,41.9,6
4681,5513,2049,31737,12209,21381,16358,5533,6996,24098,78750,107610,107610,14003,101135,25899,47654,44014,1904,13284,89048,15631,15714,13830,15502,3640,86.3870861,10937,70.04358332,123.4518156,14073,50.48974965,31.81146076,5068,3.06440677,14,2082,7493,1374,1884,7385,1227,426,1.750766657,21.2,31.9,5.9,6.5,32.2,3
536,665,233,3229,800,2347,1151,334,903,2472,6541,10008,10008,1080,9869,1457,4113,3636,114,1012,1567,1697,2063,1546,1362,477,8.034215758,2168,6.514228993,11.4813286,799,4.695673399,2.958545668,872,0.284997518,0,174,636,83,152,7554,40,16,1.518784972,14.6,39.4,8.2,8.8,42.9,6
475,521,200,3147,851,2797,1157,257,814,2454,7259,9872,9872,1703,9757,1968,3413,3173,106,1247,3229,1249,1568,1382,1509,240,7.925037766,1094,6.425706297,11.32530735,1079,4.631863289,2.91834161,666,0.28112465,0,2652,505,155,599,5210,41,174,6.067666126,16.6,35.2,6.5,7.1,43.0,6
432,526,186,2504,514,1982,851,242,739,1961,4965,7671,7671,879,7715,956,2924,2508,138,721,921,1298,1637,1263,979,416,6.158120411,1604,4.993070604,8.800286939,489,3.599171727,2.267686233,759,0.218446839,0,396,465,122,63,6082,-96,18,0.821274932,11.7,41.1,8.7,9.4,47.3,6
188,190,77,978,525,680,778,255,278,704,2551,3221,3221,463,3275,647,1404,1282,96,389,2426,335,402,364,392,122,2.585752294,232,2.096555914,3.695179798,589,1.511267388,0.952185811,219,0.091724321,0,44,236,74,105,354,-38,26,3.259857187,27.6,29.1,7.4,8.1,31.9,6
457,485,185,2302,1002,1668,1381,480,705,1634,4951,6422,6422,1023,6473,1577,2899,2584,137,708,3018,815,807,664,786,315,5.155449,1057,4.180093784,7.367415295,787,3.013150936,1.89845926,440,0.182879103,0,50,517,36,62,2759,-47,30,0.96543133,17.6,34.3,9.2,9.9,37.3,6
431,433,189,2220,1138,1741,1829,548,658,1800,6793,8647,8647,1132,8810,2026,4408,4225,312,1115,5613,1097,952,1128,1225,183,6.941633059,656,5.628351129,9.919968865,2004,4.057103106,2.556209471,371,0.246240362,0,256,797,87,702,1412,-39,36,8.118422574,32.6,27.8,6.3,6.9,28.3,6
53,55,23,352,155,189,175,69,77,279,966,1148,1148,147,1038,296,836,754,27,175,987,74,117,139,245,82,0.921590696,49,0.7472357,1.317002921,273,0.5386324,0.339369547,51,0.032691562,0,32,61,8,29,59,-14,4,2.526132404,33.7,30.9,5.4,6.0,23.4,6
371,402,153,2346,885,1451,1256,454,562,1673,5165,6918,6918,924,6889,1717,2940,2658,146,851,5353,865,1013,852,928,282,5.553627559,918,4.502941264,7.936433978,851,3.245870161,2.045085824,436,0.19700368,0,374,363,138,163,869,33,32,2.356172304,19.1,33.9,7.2,7.8,32.6,6
182,185,72,893,473,705,756,224,263,605,2002,2503,2503,386,2475,563,1051,977,113,248,1731,279,270,262,248,74,2.009356719,287,1.62920815,2.871479365,388,1.174387542,0.739932035,219,0.071277857,0,19,261,12,83,414,-8,2,3.316020775,20.7,31.7,9.1,10.0,37.6,6
45,43,18,222,88,173,142,50,70,162,492,604,604,100,682,151,245,225,26,76,217,52,65,77,70,20,0.484878729,79,0.393144915,0.692917913,90,0.28339196,0.178553316,37,0.01720009,0,18,87,12,41,239,-3,8,6.78807947,20.0,34.2,9.1,9.8,38.4,6
408,449,170,1835,726,1394,1058,328,663,1301,3873,5327,5327,666,5453,1108,2545,2156,137,516,1231,759,849,653,693,389,4.27640561,1259,3.4673559,6.111214773,463,2.499385711,1.574757471,496,0.151696821,0,31,309,52,21,3707,-69,7,0.394218134,13.4,35.0,10.5,11.3,40.3,6
5693,6717,2669,25089,8077,14708,14107,4887,8894,18200,52300,71818,71818,9121,71602,15444,20665,18585,2454,7595,16069,11379,10256,9693,8356,2080,26.9280723,26435,34.07818149,92.82123546,5189,19.42746756,33.29707713,9085,0.831175158,0,931,1159,410,323,53827,273,30,0.449747974,11.7,35.9,10.9,11.7,33.1,6
8393,7991,3761,44926,17187,20560,35231,13186,11673,32025,99458,126770,126770,15222,126516,35576,49774,46985,6535,12673,111195,16080,14894,15897,15096,2789,47.53225828,18273,60.15331906,163.8439948,20116,34.29251806,58.77454771,11215,1.467154123,12,5699,4088,5852,2875,2225,1780,535,2.267886724,23.0,33.3,8.4,9.2,23.5,4
6344,7322,3246,36031,14837,17604,23195,7770,9597,27896,113400,142854,142854,15537,138639,26746,77083,72850,3371,14547,93812,22434,16059,31021,17278,4233,53.56293465,20964,67.7852981,184.6317744,29254,38.64339651,66.23159453,8515,1.653299954,41,12364,4334,2089,2941,39414,1747,264,2.058745292,35.6,25.5,5.6,6.0,21.4,4
4681,4737,1979,20281,9286,11144,18752,7365,6121,13780,43062,53889,53889,6979,53145,14867,21518,20251,3464,4672,42312,5711,6117,5197,5098,1267,20.20561542,10804,25.57073606,69.64888409,7226,14.57749867,24.98463045,5718,0.623676489,8,935,920,451,509,9615,260,82,0.944534135,18.5,33.1,10.9,11.9,28.6,5
2028,2101,921,12934,3628,7028,6933,2336,3201,9447,27785,38072,38072,3901,37700,9526,14878,14114,1322,4458,31115,5963,5570,5712,5182,764,14.27505039,7118,18.06545053,49.20618893,3598,10.29884632,17.6513732,3379,0.440620745,0,2710,742,680,263,5191,571,81,0.690796386,15.3,35.1,7.3,7.8,29.9,5
444,443,213,2918,944,2155,1631,500,751,2254,6893,9483,9483,1057,9368,2433,4280,4098,339,1109,8550,1365,1468,1312,1389,182,3.555639389,985,4.499754868,12.25631145,709,2.565243739,4.396616202,658,0.109750119,0,34,244,199,90,389,15,11,0.949066751,11.9,34.0,6.4,6.9,36.2,6
2538,2215,970,9566,3035,5248,9183,4224,3108,6075,17558,21098,21098,2243,20477,5084,8938,8381,2381,1609,16143,1957,1934,1914,1801,557,7.910669601,4921,10.01115978,27.26812813,1972,5.707214216,9.781694467,3606,0.244174629,3,388,628,256,205,3837,363,29,0.971656081,12.4,36.0,14.5,16.1,33.0,6
214586,222293,105112,1319260,452097,634810,808534,301106,321467,1000695,3358036,4410824,4410824,536603,4155501,923098,2229526,2137219,157413,560407,3663379,600600,568892,627348,606358,92307,1653.833128,535183,2092.969183,5700.773247,899070,1193.170795,2044.996337,354513,51.04802886,1004,65225,132150,275869,202798,123814,81244,12814,4.597735026,32.0,30.8,6.4,7.0,22.6,1
19531,19296,7559,82338,36643,54288,73559,30738,24750,49710,173811,209550,209550,28294,204691,58539,85442,80508,14312,19701,192331,20657,18723,20519,19963,4934,78.57051924,34411,99.43305205,270.8330765,20104,56.68531325,97.15395183,22957,2.425196391,80,4635,5053,2709,2599,6331,2436,527,1.240276784,12.9,29.8,11.2,12.4,34.8,4
8569,9193,3679,38682,14025,20957,24267,9185,12334,26316,80973,110445,110445,13441,107902,25708,40598,37447,4116,11509,55688,16360,15926,13469,12414,3151,41.41121927,30876,52.4069837,142.7447346,11025,29.87644677,51.20576573,11963,1.278219115,12,2010,2376,1114,757,50383,1301,127,0.685409027,15.8,33.4,10.6,11.3,30.1,5
63461,57452,28191,332209,127882,152408,245814,92566,88469,236011,822337,1039073,1039073,120674,1007257,230498,486261,464433,50203,113713,882105,130837,117940,163180,122078,21828,389.5991655,164927,493.0479584,1342.950787,216291,281.0793533,481.7468298,79230,12.02555996,296,25279,30992,43252,35302,44984,11571,2438,3.397451382,31.9,29.8,7.7,8.4,22.5,3
27761,28726,12358,177148,55580,85546,100086,45236,46827,130231,346360,447138,447138,49510,405537,105949,178216,169264,17704,53959,370360,57245,53671,54379,59854,8952,167.6538527,54399,212.1703461,577.9038901,54794,120.9551782,207.3071998,41961,5.17488649,22,25313,13334,23222,8570,29746,15024,1906,1.916634238,19.0,38.6,8.0,8.8,29.7,2
2930,2500,1487,15662,5477,7957,10530,3908,5440,12267,34076,46511,46511,5527,46358,8006,19325,17522,1903,5128,44513,7221,6618,5756,4973,1803,17.43924324,11287,22.06981954,60.11318169,6138,12.5816779,21.56395826,7127,0.538288281,0,437,485,435,355,655,-125,68,0.763260304,21.0,37.8,8.6,9.4,27.2,5
19213,18574,7876,87153,45370,44214,85127,34149,23017,53240,194306,231993,231993,31169,220972,67706,105618,100899,15741,21288,216777,22683,19657,21369,20567,4719,86.98549496,30060,110.0824245,299.8395511,43270,62.75636304,107.5592305,16623,2.684937182,39,4199,5174,2030,2742,4925,3938,345,1.181932213,25.2,28.7,9.9,11.0,25.7,4
13649,12591,6229,74673,19853,33924,45739,18771,20561,58536,158634,212128,212128,21432,204281,41128,97636,80997,11336,21341,193457,29723,29937,33390,26345,16639,79.53713722,39648,100.6563325,274.1650148,19315,57.38268732,98.34919348,36452,2.455032499,42,9283,4236,5712,3367,4824,2372,532,1.587249208,14.8,38.2,8.6,9.4,25.9,4
1411,1481,536,7186,2388,4774,4693,1482,2120,5245,13695,17769,17769,2418,18352,3646,9070,8762,882,2142,12810,2095,2342,2088,1932,308,9.934473634,3120,7.694058215,21.44313389,1937,1.23222848,5.300351215,2121,0.518833044,0,247,320,4420,148,64,-135,7,0.83291125,15.5,39.8,10.3,11.2,38.3,6
1665,1755,631,8485,2563,5563,5094,1913,2529,5861,15464,20046,20046,2765,20771,4066,7683,7263,906,2463,14553,2493,2521,2319,2103,420,11.207522,3876,8.680009622,24.19095402,1838,1.390131809,5.979562184,2465,0.585318657,6,191,285,4994,51,143,-273,20,0.254414846,13.2,39.3,10.8,11.6,39.9,6
4036,3889,1381,16754,6800,11090,15979,6078,4966,11126,34235,41619,41619,5625,41093,11007,16463,15785,3341,4046,40200,4207,3854,3757,3911,678,23.26877473,6216,18.02121722,50.22464908,5802,2.886156628,12.41461631,3747,1.215223843,17,595,679,166,218,329,303,27,0.523799226,18.3,34.2,11.8,13.1,35.0,5
14170,13975,5240,84302,25348,49182,44616,16396,20795,65740,201039,272608,272608,31625,251823,44756,134404,130532,8535,35859,241735,39036,38930,35344,41535,3872,152.4124593,23290,118.04051,328.9757355,54780,18.9045721,81.31679577,20120,7.95981983,30,2146,7123,5528,11131,5137,6104,1954,4.083152365,32.4,34.1,7.0,7.7,29.1,3
2904,3048,1021,13982,4684,8779,9809,3562,3742,9359,28887,37480,37480,5052,37212,9652,15856,15295,1902,4378,35930,4622,4704,4363,4213,561,20.95470042,5472,16.22901131,45.22981925,4145,2.599129014,11.17998557,3375,1.094370111,24,465,763,160,258,326,-6,43,0.688367129,16.0,34.1,10.1,11.0,33.8,5
847,865,332,4393,1357,3120,2825,911,1355,3066,8286,10897,10897,1429,10994,1880,4362,4166,536,1312,7488,1416,1418,1220,1298,196,6.09240583,2329,4.718450806,13.15019585,1142,0.755675263,3.250488333,1352,0.318179058,0,226,173,3015,50,166,44,5,0.458841883,15.2,38.4,10.2,11.0,41.6,6
457,476,170,2203,773,1636,1436,483,679,1627,4282,5277,5277,813,5194,1013,2404,2310,278,629,3994,592,521,624,564,94,2.950318947,800,2.284965119,6.368136504,452,0.365944605,1.574087082,649,0.154081939,0,175,103,1127,15,37,53,1,0.284252416,12.1,39.5,10.7,11.5,43.6,5
2297,2295,818,10052,4373,6788,7997,3013,3077,7755,22158,28223,28223,3726,27782,6055,12639,12233,1341,3110,26272,3432,3267,3021,2940,406,15.77920251,4499,12.220688,34.05872969,4015,1.957182982,8.418696175,2788,0.824077045,0,230,613,228,436,372,276,302,1.544839315,20.4,36.7,10.4,11.5,34.6,6
934,941,385,4402,1459,2954,2835,879,1546,3390,8111,10438,10438,1416,11008,2012,3340,3110,587,1166,4519,1297,1262,1245,1127,230,5.835783431,3039,4.519701708,12.59628744,1110,0.723844948,3.113572288,1451,0.30477682,0,764,119,5669,78,49,-201,4,0.747269592,14.7,43.1,11.5,12.3,39.2,6
1352,1377,546,7859,2365,4021,5000,1648,2101,5864,17877,22061,22061,2456,22495,4090,9580,9214,933,2241,16013,3440,2292,4537,2149,366,12.33408874,3838,9.552513832,26.62259985,3642,1.5298662,6.58062064,1422,0.644154189,0,2758,352,5399,141,144,-119,12,0.639136939,27.6,34.3,7.6,8.2,30.5,5
1316,1435,458,5718,1864,4363,4125,1488,1692,3985,11619,14847,14847,2084,15190,2944,5835,5579,814,1710,14411,1761,1772,1750,1604,256,8.300812091,3035,6.42881886,17.91694574,1228,1.029596277,4.428741881,2047,0.433514222,0,125,214,114,29,76,-63,3,0.195325655,11.6,36.1,11.3,12.4,41.2,6
2303,2302,790,10058,3716,7630,8437,3167,2946,6453,20228,24965,24965,3613,25361,5464,9174,8758,1736,2680,24136,2757,2423,2332,2541,416,13.95768666,3573,10.80995911,30.1270661,2796,1.731250156,7.446860717,2865,0.728947434,0,339,400,108,125,186,-81,10,0.500700981,14.9,33.7,11.4,12.5,40.7,6
677,695,240,3338,1076,2689,2195,758,936,2399,6264,8018,8018,1145,8332,1438,3302,3173,395,984,6915,1083,851,843,883,129,4.482785165,1232,3.471830647,9.675898899,920,0.556024985,2.391705557,649,0.234115783,0,52,117,929,13,41,-163,3,0.162135196,16.2,40.1,10.8,11.8,47.2,4
1689,1746,675,9554,2633,5880,5481,1740,2713,7541,18666,23537,23537,2795,23992,3602,8991,8562,1142,2360,14387,3630,2708,4060,2469,429,13.15930587,4799,10.19162858,28.40379551,3028,1.632222508,7.020899687,2210,0.687251582,6,2064,296,8453,251,140,-163,10,1.066406084,20.6,41.8,9.1,9.7,39.9,5
1610,1688,593,8095,2704,6333,5270,1825,2314,6067,16179,20891,20891,2983,20954,3871,8198,7840,1066,2433,17708,2554,2567,2356,2403,358,11.67995322,3693,9.045898484,25.21067647,2329,1.448730102,6.231618956,2059,0.609991622,0,286,505,2391,97,183,43,7,0.464314777,16.0,39.1,9.9,10.8,43.4,6
6085,6644,2384,40631,10583,23120,19242,6519,9386,30876,81468,108558,108558,12273,104246,19413,54120,52462,3636,12977,87000,15441,15150,16834,15145,1658,60.69371314,18768,47.00611018,131.0047684,17809,7.52818163,32.38198701,7370,3.169760686,66,3754,1925,17630,1355,587,1521,61,1.248180696,26.3,39.4,7.5,8.2,34.1,4
4384,4711,1577,24938,7425,15708,13589,4832,6089,18587,47905,63406,63406,8477,62119,13588,26861,25899,2351,7992,57609,8760,8198,7638,7733,962,35.44967276,10027,27.4550878,76.51659337,6432,4.397021725,18.91350493,6227,1.851377568,8,540,2067,1018,1049,1622,489,41,1.654417563,15.3,40.4,9.2,10.0,37.4,3
3077,3347,1311,19099,5140,10890,9487,3041,5577,13472,35266,48342,48342,6248,49278,9132,21467,20542,1501,5664,21006,7111,7217,6454,5966,925,27.0275381,9056,20.93230695,58.33777807,5607,3.352377129,14.42003368,5461,1.411527212,0,1038,677,26118,325,186,-388,30,0.672293244,18.0,39.5,8.7,9.4,35.0,2
1261,1340,478,6793,2011,4768,4020,1471,1945,5044,12770,16676,16676,2246,17164,2964,7441,7131,727,2069,12415,2190,2105,1953,1904,310,9.323388053,2940,7.220784219,20.12413196,1771,1.156432109,4.974318018,1974,0.486918783,0,225,241,3817,126,69,-176,8,0.755576877,15.4,41.1,9.9,10.7,41.5,6
614,607,244,3112,1071,2284,2206,734,1011,2281,5647,7182,7182,969,7585,1401,2811,2687,434,753,4020,890,785,773,773,124,4.015385764,1442,3.109838826,8.667037403,721,0.498050816,2.142333414,862,0.209705607,0,401,127,2969,17,45,-172,4,0.236702868,13.7,41.8,10.9,11.7,43.4,6
996,1056,403,5012,1570,3487,3044,959,1656,3699,8562,11512,11512,1508,12094,1772,5443,5196,513,1208,5681,1597,1603,1258,1296,247,6.436246298,2780,4.984748617,13.8923607,984,0.798323725,3.433937936,1677,0.336136305,0,56,161,5531,73,49,-220,17,0.634120917,12.4,44.6,11.6,12.5,44.0,6
1287,1331,508,6769,2081,4150,3890,1371,2005,4648,14389,18328,18328,2280,18620,3414,7757,7369,872,1982,12733,2526,2141,3060,2015,388,10.24700505,3391,7.93610777,22.11771951,2420,1.270993505,5.467096464,1744,0.53515516,5,904,228,5136,124,101,-45,6,0.676560454,20.6,33.7,8.9,9.7,35.4,6
6488,7097,2543,41457,11670,22846,19658,6976,9939,31208,96026,124806,124806,14338,121282,22986,61476,59460,3329,14900,104282,17444,15532,24017,16600,2016,69.77781059,18571,54.04156844,150.6124018,22472,8.654933183,37.22863604,6483,3.644182393,25,4199,2755,15190,1633,848,1409,98,1.308430684,30.0,34.0,6.8,7.4,30.5,3
1481,1603,517,6776,2235,4844,4640,1498,1979,5124,13736,17810,17810,2435,17803,3701,7406,7140,898,2127,16839,2406,2096,2082,2033,266,9.957396332,3202,7.711811402,21.49261155,1423,1.235071711,5.312581188,2106,0.520030194,0,447,323,172,186,255,-34,35,1.044357103,11.8,39.0,10.8,11.8,40.1,6
1269,1305,430,5201,1926,3282,4099,1470,1600,3539,9748,12269,12269,1702,12092,3140,4805,4613,787,1318,11830,1509,1257,1144,1156,192,6.859477574,2481,5.312533077,14.8058872,1043,0.850819474,3.659745008,1364,0.358239778,0,165,219,82,40,96,157,2,0.326024941,11.8,38.2,13.0,14.2,37.2,6
8198,8149,2980,35568,14462,22357,28731,10717,11133,24952,79213,99154,99154,13137,97994,26033,40797,39146,5741,11125,86303,11211,10806,11011,10944,1651,55.43602897,19844,42.93413519,119.6562833,14335,6.876041575,29.57684869,8243,2.8951754,41,2167,2492,8666,868,756,710,69,0.875405934,20.2,33.0,10.3,11.4,31.5,4
1231,1268,437,6338,2164,5517,4063,1538,1664,4796,14107,18188,18188,2590,18076,3625,8321,8062,736,2358,17220,2379,2099,2101,2223,259,10.16873242,2353,7.87548713,21.94877141,2287,1.261284912,5.425335579,1065,0.531067331,0,143,279,508,74,95,92,12,0.406861667,18.3,35.9,8.7,9.5,44.2,3
2936,3272,1061,16336,4854,13130,9006,3285,4056,11978,34222,45325,45325,5821,44197,8074,19755,19064,1639,5953,43150,6090,6048,5864,5771,691,25.34076298,7361,19.62593216,54.69694657,4734,3.143156952,13.5200866,3767,1.323434506,8,602,705,830,182,277,348,181,0.401544402,15.9,36.6,8.6,9.4,44.2,5
1681,1733,655,8530,2627,5317,5273,1760,2676,6308,16132,21741,21741,2926,22154,4161,9908,9555,987,2444,14370,2928,3196,2522,2351,353,12.15517988,4424,9.413952369,26.23643277,2178,1.50767513,6.485167188,2734,0.634810581,8,301,489,6569,119,152,-140,42,0.547352928,15.1,40.5,10.4,11.3,36.9,6
2562,2728,937,12164,4393,9489,8417,2882,3642,9054,26787,33701,33701,4640,33480,7464,13993,13466,1412,4320,28803,4081,3560,4317,4096,527,18.84189858,5844,14.59268703,40.66942739,3526,2.337066353,10.05273996,3495,0.984027938,6,2347,706,3812,139,217,101,24,0.412450669,14.7,35.4,9.6,10.4,39.6,5
1000,1055,384,4958,1519,3312,3157,1069,1507,3819,9869,13341,13341,1774,13472,2733,5922,5717,623,1489,9992,1860,1910,1529,1568,205,7.458822261,2271,5.776713976,16.09954692,1308,0.925159556,3.979514073,1515,0.389540866,0,181,247,2803,75,209,-36,15,0.562176748,14.7,40.1,10.1,11.0,37.3,6
2658,2867,964,12752,4469,9016,8706,2905,3520,9595,28556,37678,37678,4825,37097,7804,16222,15560,1688,4604,35447,5157,4962,4540,4528,662,21.06540028,5302,16.31474621,45.46876013,4754,2.612859738,11.23904739,3577,1.100151469,12,954,652,881,305,306,269,87,0.80949095,18.9,35.2,9.3,10.3,35.8,5
1276,1281,438,5660,1995,3825,4226,1587,1662,3857,11146,13593,13593,1965,13521,3393,4869,4599,937,1574,12915,1442,1247,1407,1439,270,7.599712989,2358,5.885831128,16.4036535,1397,0.942635024,4.054683666,1511,0.396898957,0,993,207,281,71,117,-87,2,0.522327669,13.8,36.3,11.4,12.6,37.8,6
1408,1579,520,7057,2075,5061,4039,1399,2070,5211,13430,16811,16811,2268,17429,3408,5786,5430,685,2126,13274,1824,1863,2305,2266,356,9.398865229,3732,7.279239836,20.2870462,1254,1.165793966,5.014587443,2600,0.490860617,0,2218,316,2979,87,122,-246,33,0.517518292,10.2,40.2,10.5,11.3,41.1,6
4866,5096,2089,27960,8632,18270,15529,5116,8680,22392,53061,68114,68114,8990,71373,14074,28066,26582,2720,7736,27331,9026,8180,9490,8224,1484,38.08186939,13900,29.49367332,82.19807653,8432,4.723507835,20.31786384,6620,1.988845404,34,5400,920,38912,590,283,-1155,78,0.866194909,17.8,43.4,9.2,9.8,38.5,4
2038,2205,730,9997,3017,7124,5619,2009,2827,7245,20125,26742,26742,3527,26155,3860,10445,9972,1023,3048,24533,3790,3645,3366,3317,473,14.95118993,5761,11.57940823,32.27150017,2735,1.854479938,7.976925668,3565,0.780833658,8,620,583,613,664,313,253,36,2.482985566,15.8,37.6,10.1,11.1,41.2,6
633,636,246,2947,981,2055,2097,769,975,2110,5452,6682,6682,1023,7051,1192,2497,2366,411,742,4091,712,648,780,616,131,3.735840668,1498,2.893336541,8.06365134,821,0.46337727,1.993187395,909,0.195106219,0,96,89,2424,35,38,-140,5,0.523795271,16.5,40.0,11.6,12.6,41.3,6
1321,1388,461,6313,1969,4551,4447,1486,1759,4731,12820,16434,16434,2224,16777,3393,6858,6589,877,1879,15845,2164,1930,2118,1787,269,9.188088227,2776,7.115997113,19.8320931,1696,1.139650112,4.902131345,1636,0.479852679,0,652,235,198,53,97,-156,6,0.32250213,15.0,38.7,10.3,11.4,40.4,6
821,851,335,4256,1078,2770,2289,789,1381,3188,7346,8985,8985,1170,9614,1578,2917,2776,460,1193,3884,921,888,1272,1214,141,5.023425381,3098,3.890546067,10.84284754,607,0.623083623,2.680153957,1831,0.262350999,0,1753,125,4868,53,53,-162,2,0.589872009,8.9,44.7,11.2,11.9,40.8,6
998,1076,378,5953,1329,5127,2882,897,1552,4631,11133,13383,13383,1820,13885,2259,4041,3867,539,1854,9009,1416,1146,2218,2164,174,7.482304049,2647,5.794900168,16.15023135,903,0.928072134,3.992042338,1910,0.390767214,0,3737,185,4074,43,71,-90,1,0.321303146,8.9,43.1,9.0,9.7,50.3,4
979,1013,363,4819,1660,3758,3272,1225,1445,3489,9584,12326,12326,1661,12494,2989,5485,5196,554,1503,9303,1522,1475,1377,1349,289,6.891345715,1942,5.337214337,14.87467321,1003,0.854772258,3.676747655,1041,0.359904109,0,123,306,2445,58,205,-67,9,0.470550057,11.4,37.8,10.2,11.0,42.7,4
1790,1929,629,8209,2819,6875,5494,1960,2401,5636,17026,21737,21737,3239,21802,4284,8749,8396,1003,2677,20211,2723,2487,2481,2348,353,12.15294352,3950,9.412220351,26.23160568,1846,1.507397742,6.48397402,2278,0.634693786,0,580,410,337,522,252,-16,5,2.401435341,12.1,34.7,10.5,11.4,45.0,6
